Timestamp,binance_spot Price,binance_spot Highest Bid,binance_spot Lowest Ask,binance_spot Bid-Ask Spread,binance_spot Bid Volume,binance_spot Ask Volume,binance_spot Order Book Imbalance,binance_spot Trade Volume,binance_spot Trade Count,binance_futures Price,binance_futures Highest Bid,binance_futures Lowest Ask,binance_futures Bid-Ask Spread,binance_futures Bid Volume,binance_futures Ask Volume,binance_futures Order Book Imbalance,binance_futures Trade Volume,binance_futures Trade Count,coinbase Price,coinbase Highest Bid,coinbase Lowest Ask,coinbase Bid-Ask Spread,coinbase Bid Volume,coinbase Ask Volume,coinbase Order Book Imbalance,coinbase Trade Volume,coinbase Trade Count,kraken Price,kraken Highest Bid,kraken Lowest Ask,kraken Bid-Ask Spread,kraken Bid Volume,kraken Ask Volume,kraken Order Book Imbalance,kraken Trade Volume,kraken Trade Count,okx Price,okx Highest Bid,okx Lowest Ask,okx Bid-Ask Spread,okx Bid Volume,okx Ask Volume,okx Order Book Imbalance,okx Trade Volume,okx Trade Count,bybit Price,bybit Highest Bid,bybit Lowest Ask,bybit Bid-Ask Spread,bybit Bid Volume,bybit Ask Volume,bybit Order Book Imbalance,bybit Trade Volume,bybit Trade Count
2024-07-22 19:11:11,67626.37,67626.37,67626.38,0.010000000009313226,13.044929999999999,19.58484,-0.20042770758114448,3.6758800000000003,500,67600.0,67594.5,67594.6,0.10000000000582077,196.599,225.847,-0.0692348844586054,114.187,500,67639.03,67639.02,67639.03,0.00999999999476131,309.13982735999997,300.37571547,0.01437881608286465,1.41457872,100,67627.6,67627.5,67627.6,0.10000000000582077,91.269,56.115,0.23851978505129456,45.80399679,1000,67632.5,67626.1,67626.2,0.09999999999126885,19.95123205,25.15224466,-0.11531289801539557,1.45103668,100,67625.33,67625.33,67625.34,0.00999999999476131,3.303489,3.066836,0.03714928202250278,0.654154,60
2024-07-22 19:11:17,67657.99,67657.98,67657.99,0.010000000009313226,20.801660000000002,4.88599,0.6195845085089527,9.506540000000001,500,67606.1,67635.9,67636.0,0.10000000000582077,183.12,280.726,-0.21042759881512396,122.696,500,67671.57,67678.84,67679.0,0.16000000000349246,310.29460173,292.95737699,0.028739606916477433,3.34818949,100,67627.6,67627.5,67627.6,0.10000000000582077,97.469,47.262,0.3468987293668944,45.80399679,1000,67655.9,67662.6,67662.7,0.09999999999126885,23.04791838,11.6585106,0.32816420803659413,3.57107753,100,67662.6,67662.6,67662.61,0.00999999999476131,4.323403,1.333833,0.5284506426813376,0.596824,60
2024-07-22 19:11:22,67665.99,67665.99,67666.0,0.00999999999476131,17.2937,6.16709,0.474264080621326,10.13012,500,67642.2,67642.2,67642.3,0.10000000000582077,176.628,267.345,-0.2043299930401174,138.491,500,67683.2,67683.18,67685.06,1.8800000000046566,311.7326617,294.27970792,0.028799665906066974,3.18727836,100,67627.6,67627.5,67627.6,0.10000000000582077,97.469,47.262,0.3468987293668944,45.80399679,1000,67662.6,67662.6,67662.7,0.09999999999126885,20.50818567,10.11008824,0.3396042984187935,3.5256559,100,67664.25,67665.57,67665.58,0.00999999999476131,4.458286,0.619734,0.7559151007676219,0.311581,60
2024-07-22 19:11:26,67664.0,67664.0,67664.01,0.00999999999476131,15.25149,14.9268,0.010759058912880762,9.11738,500,67642.3,67626.0,67626.1,0.10000000000582077,189.822,234.656,-0.10562149275109664,122.956,500,67681.65,67676.37,67676.81,0.4400000000023283,308.24332171,291.29509183,0.02826879729011598,2.93314694,100,67627.6,67627.5,67627.6,0.10000000000582077,97.656,47.97,0.3411890733797536,45.80399679,1000,67662.7,67659.5,67659.6,0.10000000000582077,18.28124723,13.02542446,0.16788187585200315,3.8255892,100,67657.07,67657.07,67657.08,0.00999999999476131,6.1117,2.625792,0.39895979303900936,0.696577,60
2024-07-22 19:11:31,67658.01,67658.0,67658.01,0.00999999999476131,11.91723,18.09649,-0.2058811770083815,5.37103,500,67638.5,67624.7,67624.8,0.10000000000582077,202.267,222.733,-0.04815529411764708,112.174,500,67677.19,67678.75,67678.76,0.00999999999476131,313.35057496999997,290.00921473,0.03868564103618119,3.85960333,100,67627.6,67627.5,67627.6,0.10000000000582077,96.828,44.53,0.36996844890278585,45.80399679,1000,67655.0,67652.6,67652.7,0.09999999999126885,18.2112421,16.70127666,0.04324997146095335,3.70432401,100,67650.6,67650.6,67650.61,0.00999999999476131,5.777641,4.805089,0.09189991618419825,0.644508,60
2024-07-22 19:11:36,67652.0,67652.0,67652.01,0.00999999999476131,16.68815,21.19634,-0.11899830247153911,4.1835,500,67624.8,67608.3,67608.4,0.09999999999126885,149.204,216.945,-0.1850093814266869,105.871,500,67664.65,67664.64,67664.65,0.00999999999476131,302.31634195,300.46267623,0.0030751994745882895,3.93007768,100,67627.6,67627.5,67627.6,0.10000000000582077,96.262,51.671,0.3014269973569116,45.79630508,1000,67644.1,67644.1,67644.2,0.09999999999126885,22.78366365,21.31657233,0.03326719885728833,3.66997752,100,67645.05,67645.04,67645.05,0.010000000009313226,5.260333,3.496065,0.2014833039795587,1.10593,60
2024-07-22 19:11:40,67630.92,67630.92,67630.93,0.00999999999476131,13.50341,30.29769,-0.38342142092321885,2.70383,500,67603.9,67594.0,67594.1,0.10000000000582077,193.793,217.707,-0.058114216281895476,109.911,500,67640.75,67639.67,67643.84,4.169999999998254,301.32423145,297.53604165,0.0063256655519833265,2.45510653,100,67627.6,67627.5,67627.6,0.10000000000582077,96.262,51.671,0.3014269973569116,45.79171214,1000,67631.5,67628.1,67628.2,0.09999999999126885,21.4710698,28.9853791,-0.14892663799810138,3.48118949,100,67623.17,67623.17,67623.18,0.00999999999476131,4.2908740000000005,4.4424269999999995,-0.017353461194111932,1.212983,60
2024-07-22 19:11:45,67622.04,67622.04,67622.05,0.010000000009313226,12.84928,29.45855,-0.39258146778031394,3.29816,500,67599.6,67586.9,67587.0,0.10000000000582077,190.572,204.7,-0.03574247606711324,121.11,500,67637.85,67637.84,67637.85,0.010000000009313226,306.24935183,300.76326386,0.00903784835470662,1.70576375,100,67627.6,67627.5,67627.6,0.10000000000582077,92.916,59.065,0.2227317888420263,45.79171214,1000,67625.7,67621.2,67621.3,0.10000000000582077,20.15492774,27.56842924,-0.1553432526363739,3.237977,100,67617.22,67617.22,67617.23,0.00999999999476131,5.145556,5.812998,-0.060906028295339,0.851234,60
2024-07-22 19:11:50,67614.0,67614.0,67614.01,0.00999999999476131,14.60495,30.54179,-0.3530009032767371,2.8838,500,67587.0,67581.7,67581.8,0.10000000000582077,222.655,179.222,0.10807535639013925,99.055,500,67624.26,67629.93,67633.59,3.6600000000034925,305.92244021,299.46745419,0.010662526876827857,1.77281612,100,67627.6,67627.5,67627.6,0.10000000000582077,80.649,63.106,0.1220340162081319,45.79171214,1000,67612.0,67605.1,67605.2,0.09999999999126885,21.49480794,18.45238706,0.07616106412477776,3.25105127,100,67605.6,67605.6,67605.61,0.00999999999476131,3.805263,3.715601,0.011921768562760893,0.735012,60
2024-07-22 19:11:54,67613.96,67612.0,67612.01,0.00999999999476131,14.25816,28.04034,-0.32583141246143477,3.05033,500,67580.3,67575.2,67575.3,0.10000000000582077,207.613,203.984,0.00881687670221112,96.966,500,67627.1,67627.1,67627.11,0.00999999999476131,300.67252098,298.84747642,0.0030441762875547756,1.27823018,100,67627.5,67627.5,67627.6,0.10000000000582077,81.754,62.442,0.13392881910732618,45.66791554,1000,67606.6,67602.5,67602.6,0.10000000000582077,21.95453869,18.90325113,0.07468068080634124,3.41340304,100,67604.41,67604.41,67604.42,0.00999999999476131,4.710777,4.36025,0.03864248226799462,0.710519,60
